game_no,player_no,round_no,primal_type,kicker_type,kicker_len,combo_str,primal_str,current_str,up_str,down_str
18,3,4,0,0,0,,,3458TJQKKAA2B,579TKA,4667779KAS
18,1,5,3,0,0,KK,KK,4667779KAS,3458TJQAA2B,579TKA
18,2,5,0,0,0,,,579TKA,4667779KAS,3458TJQAA2B
18,3,5,0,0,0,,,3458TJQAA2B,579TKA,4667779KAS
18,1,6,1,0,0,A,A,4667779KAS,3458TJQA2B,579TKA
18,2,6,1,0,0,S,S,579TKA,4667779KA,3458TJQA2B
18,3,6,0,0,0,,,3458TJQA2B,579TKA,4667779KA
18,1,7,1,0,0,B,B,4667779KA,3458TJQA2,579TKA
18,2,7,0,0,0,,,579TKA,4667779KA,3458TJQA2
18,3,7,0,0,0,,,3458TJQA2,579TKA,4667779KA
18,1,8,1,0,0,T,T,4667779KA,3458JQA2,579TKA
18,2,8,1,0,0,A,A,579TKA,4667779K,3458JQA2
18,3,8,0,0,0,,,3458JQA2,579TKA,4667779K
18,1,9,1,0,0,2,2,4667779K,3458JQA,579TKA
18,2,9,0,0,0,,,579TKA,4667779K,3458JQA
18,3,9,0,0,0,,,3458JQA,579TKA,4667779K
18,1,10,1,0,0,J,J,4667779K,3458QA,579TKA
18,2,10,1,0,0,K,K,579TKA,4667779,3458QA
18,3,10,1,0,0,A,A,3458QA,579TK,4667779
18,1,11,0,0,0,,,4667779,3458QA,579TK
18,2,11,0,0,0,,,579TK,4667779,3458QA
18,3,11,1,0,0,9,9,3458QA,57TK,4667779
18,1,12,1,0,0,Q,Q,4667779,3458A,57TK
18,2,12,0,0,0,,,57TK,4667779,3458A
18,3,12,1,0,0,K,K,3458A,57T,4667779
18,1,13,1,0,0,A,A,4667779,3458,57T
18,2,13,0,0,0,,,57T,4667779,3458
18,3,13,0,0,0,,,3458,57T,4667779
18,1,14,1,0,0,4,4,4667779,358,57T
18,2,14,1,0,0,6,6,57T,467779,358
18,3,14,1,0,0,7,7,358,5T,467779
18,1,15,1,0,0,8,8,467779,35,5T
18,2,15,1,0,0,9,9,5T,46777,35
18,3,15,1,0,0,T,T,35,5,46777
19,1,1,2,0,0,456789,456789,3456679TTJJQKKA2S,5889TJQKKAA222,33344567789TJQQAB
19,2,1,2,0,0,9TJQKA,9TJQKA,33344567789TJQQAB,345667TJK2S,5889TJQKKAA222
19,3,1,0,0,0,,,5889TJQKKAA222,33344567789TJQQAB,345667TJK2S
19,1,2,0,0,0,,,345667TJK2S,5889TJQKKAA222,33344567789TJQQAB
19,2,2,2,0,0,34567,34567,33344567789TJQQAB,6TJK2S,5889TJQKKAA222
19,3,2,2,0,0,45678,45678,5889TJQKKAA222,333479TJQQAB,6TJK2S
19,1,3,2,0,0,89TJQ,89TJQ,6TJK2S,58KKAA222,333479TJQQAB
19,2,3,0,0,0,,,333479TJQQAB,6TJK2S,58KKAA222
19,3,3,0,0,0,,,58KKAA222,333479TJQQAB,6TJK2S
19,1,4,1,0,0,2,2,6TJK2S,58KKAA22,333479TJQQAB
19,2,4,1,0,0,S,S,333479TJQQAB,6TJK2,58KKAA22
19,3,4,1,0,0,B,B,58KKAA22,333479TJQQA,6TJK2
19,1,5,0,0,0,,,6TJK2,58KKAA22,333479TJQQA
19,2,5,0,0,0,,,333479TJQQA,6TJK2,58KKAA22
19,3,5,8,1,1,3334,333,58KKAA22,79TJQQA,6TJK2
19,1,6,0,0,0,,,6TJK2,58KKAA22,79TJQQA
19,2,6,0,0,0,,,79TJQQA,6TJK2,58KKAA22
19,3,6,1,0,0,A,A,58KKAA22,79TJQQ,6TJK2
19,1,7,1,0,0,2,2,6TJK2,58KKAA2,79TJQQ
19,2,7,0,0,0,,,79TJQQ,6TJK2,58KKAA2
19,3,7,0,0,0,,,58KKAA2,79TJQQ,6TJK2
19,1,8,1,0,0,8,8,6TJK2,5KKAA2,79TJQQ
19,2,8,1,0,0,T,T,79TJQQ,6JK2,5KKAA2
19,3,8,1,0,0,J,J,5KKAA2,79TQQ,6JK2
19,1,9,1,0,0,K,K,6JK2,5KAA2,79TQQ
19,2,9,1,0,0,2,2,79TQQ,6JK,5KAA2
19,3,9,0,0,0,,,5KAA2,79TQQ,6JK
19,1,10,0,0,0,,,6JK,5KAA2,79TQQ
19,2,10,1,0,0,6,6,79TQQ,JK,5KAA2
19,3,10,1,0,0,7,7,5KAA2,9TQQ,JK
19,1,11,1,0,0,K,K,JK,5AA2,9TQQ
19,2,11,0,0,0,,,9TQQ,JK,5AA2
19,3,11,0,0,0,,,5AA2,9TQQ,JK
19,1,12,1,0,0,5,5,JK,AA2,9TQQ
19,2,12,1,0,0,J,J,9TQQ,K,AA2
19,3,12,1,0,0,Q,Q,AA2,9TQ,K
19,1,13,1,0,0,A,A,K,A2,9TQ
19,2,13,0,0,0,,,9TQ,K,A2
19,3,13,0,0,0,,,A2,9TQ,K
19,1,14,1,0,0,A,A,K,2,9TQ
20,1,1,2,0,0,3456789T,3456789T,3347899TTQQKAAAA2,356779TJQ22B,44556688JJJQKKK2S
20,2,1,7,0,0,A,A,44556688JJJQKKK2S,3347899TTQQKAAA2,356779TJQ22B
20,3,1,0,0,0,,,356779TJQ22B,44556688JJJQKKK2S,3347899TTQQKAAA2
20,1,2,0,0,0,,,3347899TTQQKAAA2,356779TJQ22B,44556688JJJQKKK2S
20,2,2,1,0,0,3,3,44556688JJJQKKK2S,347899TTQQKAAA2,356779TJQ22B
20,3,2,1,0,0,2,2,356779TJQ22B,44556688JJJQKKKS,347899TTQQKAAA2
20,1,3,1,0,0,B,B,347899TTQQKAAA2,356779TJQ22,44556688JJJQKKKS
20,2,3,0,0,0,,,44556688JJJQKKKS,347899TTQQKAAA2,356779TJQ22
20,3,3,0,0,0,,,356779TJQ22,44556688JJJQKKKS,347899TTQQKAAA2
20,1,4,3,0,0,77,77,347899TTQQKAAA2,3569TJQ22,44556688JJJQKKKS
20,2,4,3,0,0,99,99,44556688JJJQKKKS,3478TTQQKAAA2,3569TJQ22
20,3,4,3,0,0,JJ,JJ,3569TJQ22,44556688JQKKKS,3478TTQQKAAA2
20,1,5,3,0,0,22,22,3478TTQQKAAA2,3569TJQ,44556688JQKKKS
20,2,5,0,0,0,,,44556688JQKKKS,3478TTQQKAAA2,3569TJQ
20,3,5,0,0,0,,,3569TJQ,44556688JQKKKS,3478TTQQKAAA2
20,1,6,1,0,0,3,3,3478TTQQKAAA2,569TJQ,44556688JQKKKS
20,2,6,1,0,0,4,4,44556688JQKKKS,378TTQQKAAA2,569TJQ
20,3,6,1,0,0,J,J,569TJQ,44556688QKKKS,378TTQQKAAA2
20,1,7,1,0,0,Q,Q,378TTQQKAAA2,569TJ,44556688QKKKS
20,2,7,1,0,0,K,K,44556688QKKKS,378TTQQAAA2,569TJ
20,3,7,1,0,0,S,S,569TJ,44556688QKKK,378TTQQAAA2
20,1,8,0,0,0,,,378TTQQAAA2,569TJ,44556688QKKK
20,2,8,0,0,0,,,44556688QKKK,378TTQQAAA2,569TJ
20,3,8,4,0,0,445566,445566,569TJ,88QKKK,378TTQQAAA2
20,1,9,0,0,0,,,378TTQQAAA2,569TJ,88QKKK
20,2,9,0,0,0,,,88QKKK,378TTQQAAA2,569TJ
20,3,9,3,0,0,88,88,569TJ,QKKK,378TTQQAAA2
20,1,10,0,0,0,,,378TTQQAAA2,569TJ,QKKK
20,2,10,3,0,0,TT,TT,QKKK,378QQAAA2,569TJ
20,3,10,3,0,0,KK,KK,569TJ,QK,378QQAAA2
20,1,11,0,0,0,,,378QQAAA2,569TJ,QK
20,2,11,3,0,0,AA,AA,QK,378QQA2,569TJ
20,3,11,0,0,0,,,569TJ,QK,378QQA2
20,1,12,0,0,0,,,378QQA2,569TJ,QK
20,2,12,1,0,0,3,3,QK,78QQA2,569TJ
20,3,12,1,0,0,Q,Q,569TJ,K,78QQA2
20,1,13,0,0,0,,,78QQA2,569TJ,K
20,2,13,1,0,0,A,A,K,78QQ2,569TJ
20,3,13,0,0,0,,,569TJ,K,78QQ2
21,1,1,2,0,0,3456789T,3456789T,344556779JJQKAA2S,46688QQQKK2B,3357899TTTJJKAA22
21,2,1,0,0,0,,,3357899TTTJJKAA22,344556779JJQKAA2S,46688QQQKK2B
21,3,1,0,0,0,,,46688QQQKK2B,3357899TTTJJKAA22,344556779JJQKAA2S
21,1,2,9,2,1,66QQQ,QQQ,344556779JJQKAA2S,488KK2B,3357899TTTJJKAA22
21,2,2,0,0,0,,,3357899TTTJJKAA22,344556779JJQKAA2S,488KK2B
21,3,2,0,0,0,,,488KK2B,3357899TTTJJKAA22,344556779JJQKAA2S
21,1,3,3,0,0,88,88,344556779JJQKAA2S,4KK2B,3357899TTTJJKAA22
21,2,3,3,0,0,JJ,JJ,3357899TTTJJKAA22,344556779QKAA2S,4KK2B
21,3,3,3,0,0,AA,AA,4KK2B,3357899TTTJJK22,344556779QKAA2S
21,1,4,0,0,0,,,344556779QKAA2S,4KK2B,3357899TTTJJK22
21,2,4,0,0,0,,,3357899TTTJJK22,344556779QKAA2S,4KK2B
21,3,4,1,0,0,2,2,4KK2B,3357899TTTJJK2,344556779QKAA2S
21,1,5,1,0,0,B,B,344556779QKAA2S,4KK2,3357899TTTJJK2
21,2,5,0,0,0,,,3357899TTTJJK2,344556779QKAA2S,4KK2
21,3,5,0,0,0,,,4KK2,3357899TTTJJK2,344556779QKAA2S
21,1,6,1,0,0,4,4,344556779QKAA2S,KK2,3357899TTTJJK2
21,2,6,1,0,0,5,5,3357899TTTJJK2,34456779QKAA2S,KK2
21,3,6,1,0,0,K,K,KK2,3357899TTTJJ2,34456779QKAA2S
21,1,7,1,0,0,2,2,34456779QKAA2S,KK,3357899TTTJJ2
21,2,7,1,0,0,S,S,3357899TTTJJ2,34456779QKAA2,KK
21,3,7,0,0,0,,,KK,3357899TTTJJ2,34456779QKAA2
21,1,8,0,0,0,,,34456779QKAA2,KK,3357899TTTJJ2
21,2,8,2,0,0,34567,34567,3357899TTTJJ2,479QKAA2,KK
21,3,8,2,0,0,789TJ,789TJ,KK,3359TTJ2,479QKAA2
21,1,9,0,0,0,,,479QKAA2,KK,3359TTJ2
21,2,9,0,0,0,,,3359TTJ2,479QKAA2,KK
21,3,9,1,0,0,3,3,KK,359TTJ2,479QKAA2
21,1,10,1,0,0,K,K,479QKAA2,K,359TTJ2
21,2,10,1,0,0,2,2,359TTJ2,479QKAA,K
21,3,10,0,0,0,,,K,359TTJ2,479QKAA
21,1,11,0,0,0,,,479QKAA,K,359TTJ2
21,2,11,1,0,0,4,4,359TTJ2,79QKAA,K
21,3,11,1,0,0,2,2,K,359TTJ,79QKAA
21,1,12,0,0,0,,,79QKAA,K,359TTJ
21,2,12,0,0,0,,,359TTJ,79QKAA,K
21,3,12,3,0,0,TT,TT,K,359J,79QKAA
21,1,13,0,0,0,,,79QKAA,K,359J
21,2,13,3,0,0,AA,AA,359J,79QK,K
21,3,13,0,0,0,,,K,359J,79QK
21,1,14,0,0,0,,,79QK,K,359J
21,2,14,1,0,0,K,K,359J,79Q,K
21,3,14,0,0,0,,,K,359J,79Q
21,1,15,0,0,0,,,79Q,K,359J
22,1,1,2,0,0,3456789TJQ,3456789TJQ,344589TTJQKKKAA2S,567JQKA22B,334566778899TJQA2
22,2,1,0,0,0,,,334566778899TJQA2,344589TTJQKKKAA2S,567JQKA22B
22,3,1,0,0,0,,,567JQKA22B,334566778899TJQA2,344589TTJQKKKAA2S
22,1,2,1,0,0,5,5,344589TTJQKKKAA2S,67JQKA22B,334566778899TJQA2
22,2,2,1,0,0,8,8,334566778899TJQA2,34459TTJQKKKAA2S,67JQKA22B
22,3,2,1,0,0,2,2,67JQKA22B,334566778899TJQA,34459TTJQKKKAA2S
22,1,3,1,0,0,B,B,34459TTJQKKKAA2S,67JQKA22,334566778899TJQA
22,2,3,0,0,0,,,334566778899TJQA,34459TTJQKKKAA2S,67JQKA22
22,3,3,0,0,0,,,67JQKA22,334566778899TJQA,34459TTJQKKKAA2S
22,1,4,1,0,0,6,6,34459TTJQKKKAA2S,7JQKA22,334566778899TJQA
22,2,4,1,0,0,A,A,334566778899TJQA,34459TTJQKKKA2S,7JQKA22
22,3,4,0,0,0,,,7JQKA22,334566778899TJQA,34459TTJQKKKA2S
22,1,5,1,0,0,2,2,34459TTJQKKKA2S,7JQKA2,334566778899TJQA
22,2,5,1,0,0,S,S,334566778899TJQA,34459TTJQKKKA2,7JQKA2
22,3,5,0,0,0,,,7JQKA2,334566778899TJQA,34459TTJQKKKA2
22,1,6,0,0,0,,,34459TTJQKKKA2,7JQKA2,334566778899TJQA
22,2,6,1,0,0,3,3,334566778899TJQA,4459TTJQKKKA2,7JQKA2
22,3,6,1,0,0,A,A,7JQKA2,334566778899TJQ,4459TTJQKKKA2
22,1,7,1,0,0,2,2,4459TTJQKKKA2,7JQKA,334566778899TJQ
22,2,7,0,0,0,,,334566778899TJQ,4459TTJQKKKA2,7JQKA
22,3,7,0,0,0,,,7JQKA,334566778899TJQ,4459TTJQKKKA2
22,1,8,1,0,0,7,7,4459TTJQKKKA2,JQKA,334566778899TJQ
22,2,8,1,0,0,K,K,334566778899TJQ,4459TTJQKKA2,JQKA
22,3,8,0,0,0,,,JQKA,334566778899TJQ,4459TTJQKKA2
22,1,9,1,0,0,A,A,4459TTJQKKA2,JQK,334566778899TJQ
22,2,9,1,0,0,2,2,334566778899TJQ,4459TTJQKKA,JQK
22,3,9,0,0,0,,,JQK,334566778899TJQ,4459TTJQKKA
22,1,10,0,0,0,,,4459TTJQKKA,JQK,334566778899TJQ
22,2,10,3,0,0,44,44,334566778899TJQ,59TTJQKKA,JQK
22,3,10,3,0,0,66,66,JQK,3345778899TJQ,59TTJQKKA
22,1,11,0,0,0,,,59TTJQKKA,JQK,3345778899TJQ
22,2,11,3,0,0,TT,TT,3345778899TJQ,59JQKKA,JQK
22,3,11,0,0,0,,,JQK,3345778899TJQ,59JQKKA
22,1,12,0,0,0,,,59JQKKA,JQK,3345778899TJQ
22,2,12,1,0,0,5,5,3345778899TJQ,9JQKKA,JQK
22,3,12,1,0,0,Q,Q,JQK,3345778899TJ,9JQKKA
22,1,13,1,0,0,K,K,9JQKKA,JQ,3345778899TJ
22,2,13,1,0,0,A,A,3345778899TJ,9JQKK,JQ
22,3,13,0,0,0,,,JQ,3345778899TJ,9JQKK
22,1,14,0,0,0,,,9JQKK,JQ,3345778899TJ
22,2,14,1,0,0,9,9,3345778899TJ,JQKK,JQ
22,3,14,1,0,0,J,J,JQ,3345778899T,JQKK
22,1,15,1,0,0,Q,Q,JQKK,J,3345778899T
22,2,15,1,0,0,K,K,3345778899T,JQK,J
22,3,15,0,0,0,,,J,3345778899T,JQK
22,1,16,0,0,0,,,JQK,J,3345778899T
22,2,16,1,0,0,J,J,3345778899T,QK,J
22,3,16,0,0,0,,,J,3345778899T,QK
22,1,17,0,0,0,,,QK,J,3345778899T
22,2,17,1,0,0,Q,Q,3345778899T,K,J
22,3,17,0,0,0,,,J,3345778899T,K
23,1,1,2,0,0,456789TJ,456789TJ,334567888TTQQKAA2,4577TJQK222S,334566999JJQKKAAB
23,2,1,0,0,0,,,334566999JJQKKAAB,334567888TTQQKAA2,4577TJQK222S
23,3,1,0,0,0,,,4577TJQK222S,334566999JJQKKAAB,334567888TTQQKAA2
23,1,2,3,0,0,77,77,334567888TTQQKAA2,45TJQK222S,334566999JJQKKAAB
23,2,2,3,0,0,88,88,334566999JJQKKAAB,3345678TTQQKAA2,45TJQK222S
23,3,2,3,0,0,99,99,45TJQK222S,3345669JJQKKAAB,3345678TTQQKAA2
23,1,3,3,0,0,22,22,3345678TTQQKAA2,45TJQK2S,3345669JJQKKAAB
23,2,3,0,0,0,,,3345669JJQKKAAB,3345678TTQQKAA2,45TJQK2S
23,3,3,0,0,0,,,45TJQK2S,3345669JJQKKAAB,3345678TTQQKAA2
23,1,4,1,0,0,4,4,3345678TTQQKAA2,5TJQK2S,3345669JJQKKAAB
23,2,4,1,0,0,5,5,3345669JJQKKAAB,334678TTQQKAA2,5TJQK2S
23,3,4,1,0,0,K,K,5TJQK2S,3345669JJQKAAB,334678TTQQKAA2
23,1,5,1,0,0,2,2,334678TTQQKAA2,5TJQKS,3345669JJQKAAB
23,2,5,0,0,0,,,3345669JJQKAAB,334678TTQQKAA2,5TJQKS
23,3,5,1,0,0,B,B,5TJQKS,3345669JJQKAA,334678TTQQKAA2
23,1,6,0,0,0,,,334678TTQQKAA2,5TJQKS,3345669JJQKAA
23,2,6,0,0,0,,,3345669JJQKAA,334678TTQQKAA2,5TJQKS
23,3,6,1,0,0,K,K,5TJQKS,3345669JJQAA,334678TTQQKAA2
23,1,7,1,0,0,S,S,334678TTQQKAA2,5TJQK,3345669JJQAA
23,2,7,0,0,0,,,3345669JJQAA,334678TTQQKAA2,5TJQK
23,3,7,0,0,0,,,5TJQK,3345669JJQAA,334678TTQQKAA2
23,1,8,1,0,0,5,5,334678TTQQKAA2,TJQK,3345669JJQAA
23,2,8,1,0,0,6,6,3345669JJQAA,33478TTQQKAA2,TJQK
23,3,8,1,0,0,Q,Q,TJQK,3345669JJAA,33478TTQQKAA2
23,1,9,1,0,0,K,K,33478TTQQKAA2,TJQ,3345669JJAA
23,2,9,1,0,0,A,A,3345669JJAA,33478TTQQKA2,TJQ
23,3,9,0,0,0,,,TJQ,3345669JJAA,33478TTQQKA2
23,1,10,0,0,0,,,33478TTQQKA2,TJQ,3345669JJAA
23,2,10,3,0,0,33,33,3345669JJAA,478TTQQKA2,TJQ
23,3,10,3,0,0,66,66,TJQ,33459JJAA,478TTQQKA2
23,1,11,0,0,0,,,478TTQQKA2,TJQ,33459JJAA
23,2,11,3,0,0,TT,TT,33459JJAA,478QQKA2,TJQ
23,3,11,3,0,0,JJ,JJ,TJQ,33459AA,478QQKA2
23,1,12,0,0,0,,,478QQKA2,TJQ,33459AA
23,2,12,3,0,0,QQ,QQ,33459AA,478KA2,TJQ
23,3,12,3,0,0,AA,AA,TJQ,33459,478KA2
23,1,13,0,0,0,,,478KA2,TJQ,33459
23,2,13,0,0,0,,,33459,478KA2,TJQ
23,3,13,3,0,0,33,33,TJQ,459,478KA2
23,1,14,0,0,0,,,478KA2,TJQ,459
23,2,14,0,0,0,,,459,478KA2,TJQ
23,3,14,1,0,0,4,4,TJQ,59,478KA2
23,1,15,1,0,0,T,T,478KA2,JQ,59
23,2,15,1,0,0,K,K,59,478A2,JQ
23,3,15,0,0,0,,,JQ,59,478A2
23,1,16,0,0,0,,,478A2,JQ,59
23,2,16,1,0,0,4,4,59,78A2,JQ
23,3,16,1,0,0,5,5,JQ,9,78A2
23,1,17,1,0,0,J,J,78A2,Q,9
23,2,17,1,0,0,A,A,9,782,Q
23,3,17,0,0,0,,,Q,9,782
24,1,1,2,0,0,6789T,6789T,334455568899JJA2S,344679JQQKKA22B,356778TTTJQQKKAA2
24,2,1,0,0,0,,,356778TTTJQQKKAA2,334455568899JJA2S,344679JQQKKA22B
24,3,1,2,0,0,TJQKA,TJQKA,344679JQQKKA22B,356778TTQKA2,334455568899JJA2S
24,1,2,0,0,0,,,334455568899JJA2S,344679JQQKKA22B,356778TTQKA2
24,2,2,0,0,0,,,356778TTQKA2,334455568899JJA2S,344679JQQKKA22B
24,3,2,1,0,0,2,2,344679JQQKKA22B,356778TTQKA,334455568899JJA2S
24,1,3,1,0,0,B,B,334455568899JJA2S,344679JQQKKA22,356778TTQKA
24,2,3,0,0,0,,,356778TTQKA,334455568899JJA2S,344679JQQKKA22
24,3,3,0,0,0,,,344679JQQKKA22,356778TTQKA,334455568899JJA2S
24,1,4,3,0,0,44,44,334455568899JJA2S,3679JQQKKA22,356778TTQKA
24,2,4,3,0,0,55,55,356778TTQKA,3344568899JJA2S,3679JQQKKA22
24,3,4,3,0,0,77,77,3679JQQKKA22,3568TTQKA,3344568899JJA2S
24,1,5,3,0,0,QQ,QQ,3344568899JJA2S,3679JKKA22,3568TTQKA
24,2,5,0,0,0,,,3568TTQKA,3344568899JJA2S,3679JKKA22
24,3,5,0,0,0,,,3679JKKA22,3568TTQKA,3344568899JJA2S
24,1,6,1,0,0,6,6,3344568899JJA2S,379JKKA22,3568TTQKA
24,2,6,1,0,0,A,A,3568TTQKA,3344568899JJ2S,379JKKA22
24,3,6,0,0,0,,,379JKKA22,3568TTQKA,3344568899JJ2S
24,1,7,1,0,0,2,2,3344568899JJ2S,379JKKA2,3568TTQKA
24,2,7,1,0,0,S,S,3568TTQKA,3344568899JJ2,379JKKA2
24,3,7,0,0,0,,,379JKKA2,3568TTQKA,3344568899JJ2
24,1,8,0,0,0,,,3344568899JJ2,379JKKA2,3568TTQKA
24,2,8,3,0,0,33,33,3568TTQKA,44568899JJ2,379JKKA2
24,3,8,3,0,0,TT,TT,379JKKA2,3568QKA,44568899JJ2
24,1,9,3,0,0,KK,KK,44568899JJ2,379JA2,3568QKA
24,2,9,0,0,0,,,3568QKA,44568899JJ2,379JA2
24,3,9,0,0,0,,,379JA2,3568QKA,44568899JJ2
24,1,10,1,0,0,3,3,44568899JJ2,79JA2,3568QKA
24,2,10,1,0,0,4,4,3568QKA,4568899JJ2,79JA2
24,3,10,1,0,0,A,A,79JA2,3568QK,4568899JJ2
24,1,11,1,0,0,2,2,4568899JJ2,79JA,3568QK
24,2,11,0,0,0,,,3568QK,4568899JJ2,79JA
24,3,11,0,0,0,,,79JA,3568QK,4568899JJ2
24,1,12,1,0,0,7,7,4568899JJ2,9JA,3568QK
24,2,12,1,0,0,8,8,3568QK,456899JJ2,9JA
24,3,12,1,0,0,Q,Q,9JA,3568K,456899JJ2
24,1,13,1,0,0,A,A,456899JJ2,9J,3568K
24,2,13,1,0,0,2,2,3568K,456899JJ,9J
24,3,13,0,0,0,,,9J,3568K,456899JJ
24,1,14,0,0,0,,,456899JJ,9J,3568K
24,2,14,3,0,0,99,99,3568K,4568JJ,9J
24,3,14,0,0,0,,,9J,3568K,4568JJ
24,1,15,0,0,0,,,4568JJ,9J,3568K
24,2,15,1,0,0,4,4,3568K,568JJ,9J
24,3,15,1,0,0,K,K,9J,3568,568JJ
24,1,16,0,0,0,,,568JJ,9J,3568
24,2,16,0,0,0,,,3568,568JJ,9J
24,3,16,1,0,0,3,3,9J,568,568JJ
24,1,17,1,0,0,9,9,568JJ,J,568
24,2,17,1,0,0,J,J,568,568J,J
24,3,17,0,0,0,,,J,568,568J
24,1,18,0,0,0,,,568J,J,568
24,2,18,1,0,0,J,J,568,568,J
24,3,18,0,0,0,,,J,568,568
24,1,19,0,0,0,,,568,J,568
25,1,1,2,0,0,3456789TJQK,3456789TJQK,345668TTTQQQAAA22,5799JK2SB,33445677889JJKKA2
25,2,1,0,0,0,,,33445677889JJKKA2,345668TTTQQQAAA22,5799JK2SB
25,3,1,0,0,0,,,5799JK2SB,33445677889JJKKA2,345668TTTQQQAAA22
25,1,2,3,0,0,99,99,345668TTTQQQAAA22,57JK2SB,33445677889JJKKA2
25,2,2,3,0,0,TT,TT,33445677889JJKKA2,345668TQQQAAA22,57JK2SB
25,3,2,3,0,0,JJ,JJ,57JK2SB,33445677889KKA2,345668TQQQAAA22
25,1,3,7,0,0,SB,SB,345668TQQQAAA22,57JK2,33445677889KKA2
25,2,3,0,0,0,,,33445677889KKA2,345668TQQQAAA22,57JK2
25,3,3,0,0,0,,,57JK2,33445677889KKA2,345668TQQQAAA22
25,1,4,1,0,0,5,5,345668TQQQAAA22,7JK2,33445677889KKA2
25,2,4,1,0,0,6,6,33445677889KKA2,34568TQQQAAA22,7JK2
25,3,4,1,0,0,K,K,7JK2,33445677889KA2,34568TQQQAAA22
25,1,5,1,0,0,2,2,34568TQQQAAA22,7JK,33445677889KA2
25,2,5,0,0,0,,,33445677889KA2,34568TQQQAAA22,7JK
25,3,5,0,0,0,,,7JK,33445677889KA2,34568TQQQAAA22
25,1,6,1,0,0,7,7,34568TQQQAAA22,JK,33445677889KA2
25,2,6,1,0,0,8,8,33445677889KA2,3456TQQQAAA22,JK
25,3,6,1,0,0,2,2,JK,33445677889KA,3456TQQQAAA22
25,1,7,0,0,0,,,3456TQQQAAA22,JK,33445677889KA
25,2,7,0,0,0,,,33445677889KA,3456TQQQAAA22,JK
25,3,7,2,0,0,345678,345678,JK,34789KA,3456TQQQAAA22
25,1,8,0,0,0,,,3456TQQQAAA22,JK,34789KA
25,2,8,0,0,0,,,34789KA,3456TQQQAAA22,JK
25,3,8,1,0,0,K,K,JK,34789A,3456TQQQAAA22
25,1,9,0,0,0,,,3456TQQQAAA22,JK,34789A
25,2,9,1,0,0,A,A,34789A,3456TQQQAA22,JK
25,3,9,0,0,0,,,JK,34789A,3456TQQQAA22
25,1,10,0,0,0,,,3456TQQQAA22,JK,34789A
25,2,10,8,1,1,3QQQ,QQQ,34789A,456TAA22,JK
25,3,10,0,0,0,,,JK,34789A,456TAA22
25,1,11,0,0,0,,,456TAA22,JK,34789A
25,2,11,1,0,0,4,4,34789A,56TAA22,JK
25,3,11,1,0,0,A,A,JK,34789,56TAA22
25,1,12,0,0,0,,,56TAA22,JK,34789
25,2,12,1,0,0,2,2,34789,56TAA2,JK
25,3,12,0,0,0,,,JK,34789,56TAA2
25,1,13,0,0,0,,,56TAA2,JK,34789
25,2,13,1,0,0,A,A,34789,56TA2,JK
25,3,13,0,0,0,,,JK,34789,56TA2
25,1,14,0,0,0,,,56TA2,JK,34789
25,2,14,1,0,0,5,5,34789,6TA2,JK
25,3,14,1,0,0,7,7,JK,3489,6TA2
25,1,15,1,0,0,J,J,6TA2,K,3489
25,2,15,1,0,0,A,A,3489,6T2,K
25,3,15,0,0,0,,,K,3489,6T2
25,1,16,0,0,0,,,6T2,K,3489
25,2,16,1,0,0,2,2,3489,6T,K
25,3,16,0,0,0,,,K,3489,6T
25,1,17,0,0,0,,,6T,K,3489
26,1,1,4,0,0,778899,778899,345566689TJJQQAA2,44577TTJKK22SB,33345689TJQQKKAA2
26,2,1,0,0,0,,,33345689TJQQKKAA2,345566689TJJQQAA2,44577TTJKK22SB
26,3,1,4,0,0,QQKKAA,QQKKAA,44577TTJKK22SB,33345689TJ2,345566689TJJQQAA2
26,1,2,7,0,0,SB,SB,345566689TJJQQAA2,44577TTJKK22,33345689TJ2
26,2,2,0,0,0,,,33345689TJ2,345566689TJJQQAA2,44577TTJKK22
26,3,2,0,0,0,,,44577TTJKK22,33345689TJ2,345566689TJJQQAA2
26,1,3,3,0,0,44,44,345566689TJJQQAA2,577TTJKK22,33345689TJ2
26,2,3,3,0,0,AA,AA,33345689TJ2,345566689TJJQQ2,577TTJKK22
26,3,3,0,0,0,,,577TTJKK22,33345689TJ2,345566689TJJQQ2
26,1,4,3,0,0,22,22,345566689TJJQQ2,577TTJKK,33345689TJ2
26,2,4,0,0,0,,,33345689TJ2,345566689TJJQQ2,577TTJKK
26,3,4,0,0,0,,,577TTJKK,33345689TJ2,345566689TJJQQ2
26,1,5,3,0,0,77,77,345566689TJJQQ2,5TTJKK,33345689TJ2
26,2,5,3,0,0,JJ,JJ,33345689TJ2,345566689TQQ2,5TTJKK
26,3,5,0,0,0,,,5TTJKK,33345689TJ2,345566689TQQ2
26,1,6,3,0,0,KK,KK,345566689TQQ2,5TTJ,33345689TJ2
26,2,6,0,0,0,,,33345689TJ2,345566689TQQ2,5TTJ
26,3,6,0,0,0,,,5TTJ,33345689TJ2,345566689TQQ2
26,1,7,1,0,0,5,5,345566689TQQ2,TTJ,33345689TJ2
26,2,7,1,0,0,6,6,33345689TJ2,34556689TQQ2,TTJ
26,3,7,1,0,0,T,T,TTJ,33345689J2,34556689TQQ2
26,1,8,1,0,0,J,J,34556689TQQ2,TT,33345689J2
26,2,8,1,0,0,2,2,33345689J2,34556689TQQ,TT
