game_no,player_no,round_no,primal_type,kicker_type,kicker_len,combo_str,primal_str,current_str,up_str,down_str
9,2,1,0,0,0,,,567799TTJJQKKAA22,334778889TQQKKA22,3TJJQASB
9,3,1,0,0,0,,,3TJJQASB,567799TTJJQKKAA22,334778889TQQKKA22
9,1,2,3,0,0,JJ,JJ,334778889TQQKKA22,3TQASB,567799TTJJQKKAA22
9,2,2,3,0,0,QQ,QQ,567799TTJJQKKAA22,334778889TKKA22,3TQASB
9,3,2,3,0,0,KK,KK,3TQASB,567799TTJJQAA22,334778889TKKA22
9,1,3,7,0,0,SB,SB,334778889TKKA22,3TQA,567799TTJJQAA22
9,2,3,0,0,0,,,567799TTJJQAA22,334778889TKKA22,3TQA
9,3,3,0,0,0,,,3TQA,567799TTJJQAA22,334778889TKKA22
9,1,4,1,0,0,3,3,334778889TKKA22,TQA,567799TTJJQAA22
9,2,4,1,0,0,4,4,567799TTJJQAA22,33778889TKKA22,TQA
9,3,4,1,0,0,Q,Q,TQA,567799TTJJAA22,33778889TKKA22
9,1,5,1,0,0,A,A,33778889TKKA22,TQ,567799TTJJAA22
9,2,5,1,0,0,2,2,567799TTJJAA22,33778889TKKA2,TQ
9,3,5,0,0,0,,,TQ,567799TTJJAA22,33778889TKKA2
9,1,6,0,0,0,,,33778889TKKA2,TQ,567799TTJJAA22
9,2,6,1,0,0,3,3,567799TTJJAA22,3778889TKKA2,TQ
9,3,6,1,0,0,T,T,TQ,567799TJJAA22,3778889TKKA2
9,1,7,1,0,0,Q,Q,3778889TKKA2,T,567799TJJAA22
9,2,7,1,0,0,2,2,567799TJJAA22,3778889TKKA,T
9,3,7,0,0,0,,,T,567799TJJAA22,3778889TKKA
9,1,8,0,0,0,,,3778889TKKA,T,567799TJJAA22
9,2,8,8,1,1,3888,888,567799TJJAA22,779TKKA,T
9,3,8,0,0,0,,,T,567799TJJAA22,779TKKA
9,1,9,0,0,0,,,779TKKA,T,567799TJJAA22
9,2,9,3,0,0,77,77,567799TJJAA22,9TKKA,T
9,3,9,3,0,0,99,99,T,5677TJJAA22,9TKKA
9,1,10,0,0,0,,,9TKKA,T,5677TJJAA22
9,2,10,3,0,0,KK,KK,5677TJJAA22,9TA,T
9,3,10,3,0,0,AA,AA,T,5677TJJ22,9TA
9,1,11,0,0,0,,,9TA,T,5677TJJ22
9,2,11,0,0,0,,,5677TJJ22,9TA,T
9,3,11,3,0,0,77,77,T,56TJJ22,9TA
9,1,12,0,0,0,,,9TA,T,56TJJ22
9,2,12,0,0,0,,,56TJJ22,9TA,T
9,3,12,3,0,0,JJ,JJ,T,56T22,9TA
9,1,13,0,0,0,,,9TA,T,56T22
9,2,13,0,0,0,,,56T22,9TA,T
9,3,13,1,0,0,2,2,T,56T2,9TA
9,1,14,0,0,0,,,9TA,T,56T2
9,2,14,0,0,0,,,56T2,9TA,T
9,3,14,1,0,0,T,T,T,562,9TA
9,1,15,0,0,0,,,9TA,T,562
9,2,15,1,0,0,A,A,562,9T,T
9,3,15,1,0,0,2,2,T,56,9T
9,1,16,0,0,0,,,9T,T,56
10,1,1,1,0,0,K,K,344567789TTTQQKKS,3344579TJJJKAAA2222,355666788899JQQAB
10,2,1,1,0,0,S,S,355666788899JQQAB,344567789TTTQQKK,3344579TJJJKAAA2222
10,3,1,1,0,0,B,B,3344579TJJJKAAA2222,355666788899JQQA,344567789TTTQQKK
10,1,2,7,0,0,2,2,344567789TTTQQKK,3344579TJJJKAAA222,355666788899JQQA
10,2,2,0,0,0,,,355666788899JQQA,344567789TTTQQKK,3344579TJJJKAAA222
10,3,2,0,0,0,,,3344579TJJJKAAA222,355666788899JQQA,344567789TTTQQKK
10,1,3,9,2,1,33JJJ,JJJ,344567789TTTQQKK,44579TKAAA222,355666788899JQQA
10,2,3,0,0,0,,,355666788899JQQA,344567789TTTQQKK,44579TKAAA222
10,3,3,0,0,0,,,44579TKAAA222,355666788899JQQA,344567789TTTQQKK
10,1,4,3,0,0,44,44,344567789TTTQQKK,579TKAAA222,355666788899JQQA
10,2,4,3,0,0,77,77,355666788899JQQA,3445689TTTQQKK,579TKAAA222
10,3,4,3,0,0,88,88,579TKAAA222,3556667899JQQA,3445689TTTQQKK
10,1,5,3,0,0,AA,AA,3445689TTTQQKK,579TKA222,3556667899JQQA
10,2,5,0,0,0,,,3556667899JQQA,3445689TTTQQKK,579TKA222
10,3,5,0,0,0,,,579TKA222,3556667899JQQA,3445689TTTQQKK
10,1,6,1,0,0,5,5,3445689TTTQQKK,79TKA222,3556667899JQQA
10,2,6,1,0,0,6,6,3556667899JQQA,344589TTTQQKK,79TKA222
10,3,6,1,0,0,A,A,79TKA222,3556667899JQQ,344589TTTQQKK
10,1,7,1,0,0,2,2,344589TTTQQKK,79TKA22,3556667899JQQ
10,2,7,0,0,0,,,3556667899JQQ,344589TTTQQKK,79TKA22
10,3,7,0,0,0,,,79TKA22,3556667899JQQ,344589TTTQQKK
10,1,8,1,0,0,7,7,344589TTTQQKK,9TKA22,3556667899JQQ
10,2,8,1,0,0,K,K,3556667899JQQ,344589TTTQQK,9TKA22
10,3,8,0,0,0,,,9TKA22,3556667899JQQ,344589TTTQQK
10,1,9,1,0,0,A,A,344589TTTQQK,9TK22,3556667899JQQ
10,2,9,0,0,0,,,3556667899JQQ,344589TTTQQK,9TK22
10,3,9,0,0,0,,,9TK22,3556667899JQQ,344589TTTQQK
10,1,10,1,0,0,9,9,344589TTTQQK,TK22,3556667899JQQ
10,2,10,1,0,0,K,K,3556667899JQQ,344589TTTQQ,TK22
10,3,10,0,0,0,,,TK22,3556667899JQQ,344589TTTQQ
10,1,11,1,0,0,2,2,344589TTTQQ,TK2,3556667899JQQ
10,2,11,0,0,0,,,3556667899JQQ,344589TTTQQ,TK2
10,3,11,0,0,0,,,TK2,3556667899JQQ,344589TTTQQ
10,1,12,1,0,0,T,T,344589TTTQQ,K2,3556667899JQQ
10,2,12,1,0,0,Q,Q,3556667899JQQ,344589TTTQ,K2
10,3,12,0,0,0,,,K2,3556667899JQQ,344589TTTQ
10,1,13,1,0,0,K,K,344589TTTQ,2,3556667899JQQ
11,1,1,13,2,2,44555666TT,555666,3367889JJJQQKKA22,3789KA22SB,344577899TTJQQKAA
11,2,1,0,0,0,,,344577899TTJQQKAA,3367889JJJQQKKA22,3789KA22SB
11,3,1,0,0,0,,,3789KA22SB,344577899TTJQQKAA,3367889JJJQQKKA22
11,1,2,1,0,0,3,3,3367889JJJQQKKA22,789KA22SB,344577899TTJQQKAA
11,2,2,1,0,0,2,2,344577899TTJQQKAA,3367889JJJQQKKA2,789KA22SB
11,3,2,0,0,0,,,789KA22SB,344577899TTJQQKAA,3367889JJJQQKKA2
11,1,3,1,0,0,S,S,3367889JJJQQKKA2,789KA22B,344577899TTJQQKAA
11,2,3,0,0,0,,,344577899TTJQQKAA,3367889JJJQQKKA2,789KA22B
11,3,3,0,0,0,,,789KA22B,344577899TTJQQKAA,3367889JJJQQKKA2
11,1,4,1,0,0,7,7,3367889JJJQQKKA2,89KA22B,344577899TTJQQKAA
11,2,4,1,0,0,2,2,344577899TTJQQKAA,3367889JJJQQKKA,89KA22B
11,3,4,0,0,0,,,89KA22B,344577899TTJQQKAA,3367889JJJQQKKA
11,1,5,1,0,0,B,B,3367889JJJQQKKA,89KA22,344577899TTJQQKAA
11,2,5,0,0,0,,,344577899TTJQQKAA,3367889JJJQQKKA,89KA22
11,3,5,0,0,0,,,89KA22,344577899TTJQQKAA,3367889JJJQQKKA
11,1,6,1,0,0,8,8,3367889JJJQQKKA,9KA22,344577899TTJQQKAA
11,2,6,1,0,0,9,9,344577899TTJQQKAA,336788JJJQQKKA,9KA22
11,3,6,1,0,0,A,A,9KA22,344577899TTJQQKA,336788JJJQQKKA
11,1,7,1,0,0,2,2,336788JJJQQKKA,9KA2,344577899TTJQQKA
11,2,7,0,0,0,,,344577899TTJQQKA,336788JJJQQKKA,9KA2
11,3,7,0,0,0,,,9KA2,344577899TTJQQKA,336788JJJQQKKA
11,1,8,1,0,0,9,9,336788JJJQQKKA,KA2,344577899TTJQQKA
11,2,8,1,0,0,A,A,344577899TTJQQKA,336788JJJQQKK,KA2
11,3,8,0,0,0,,,KA2,344577899TTJQQKA,336788JJJQQKK
11,1,9,1,0,0,2,2,336788JJJQQKK,KA,344577899TTJQQKA
11,2,9,0,0,0,,,344577899TTJQQKA,336788JJJQQKK,KA
11,3,9,0,0,0,,,KA,344577899TTJQQKA,336788JJJQQKK
11,1,10,1,0,0,K,K,336788JJJQQKK,A,344577899TTJQQKA
11,2,10,0,0,0,,,344577899TTJQQKA,336788JJJQQKK,A
11,3,10,1,0,0,A,A,A,344577899TTJQQK,336788JJJQQKK
11,1,11,0,0,0,,,336788JJJQQKK,A,344577899TTJQQK
11,2,11,0,0,0,,,344577899TTJQQK,336788JJJQQKK,A
11,3,11,3,0,0,44,44,A,3577899TTJQQK,336788JJJQQKK
11,1,12,0,0,0,,,336788JJJQQKK,A,3577899TTJQQK
11,2,12,3,0,0,88,88,3577899TTJQQK,3367JJJQQKK,A
11,3,12,3,0,0,99,99,A,35778TTJQQK,3367JJJQQKK
11,1,13,0,0,0,,,3367JJJQQKK,A,35778TTJQQK
11,2,13,3,0,0,QQ,QQ,35778TTJQQK,3367JJJKK,A
11,3,13,0,0,0,,,A,35778TTJQQK,3367JJJKK
11,1,14,0,0,0,,,3367JJJKK,A,35778TTJQQK
11,2,14,3,0,0,33,33,35778TTJQQK,67JJJKK,A
11,3,14,3,0,0,77,77,A,358TTJQQK,67JJJKK
11,1,15,0,0,0,,,67JJJKK,A,358TTJQQK
11,2,15,3,0,0,JJ,JJ,358TTJQQK,67JKK,A
11,3,15,3,0,0,QQ,QQ,A,358TTJK,67JKK
11,1,16,0,0,0,,,67JKK,A,358TTJK
11,2,16,3,0,0,KK,KK,358TTJK,67J,A
11,3,16,0,0,0,,,A,358TTJK,67J
11,1,17,0,0,0,,,67J,A,358TTJK
12,1,1,12,1,2,34666777,666777,344488899TTJJQKKA,359TJQKA222S,35556789TJQQKAA2B
12,2,1,0,0,0,,,35556789TJQQKAA2B,344488899TTJJQKKA,359TJQKA222S
12,3,1,0,0,0,,,359TJQKA222S,35556789TJQQKAA2B,344488899TTJJQKKA
12,1,2,2,0,0,9TJQK,9TJQK,344488899TTJJQKKA,35A222S,35556789TJQQKAA2B
12,2,2,2,0,0,TJQKA,TJQKA,35556789TJQQKAA2B,344488899TJK,35A222S
12,3,2,0,0,0,,,35A222S,35556789TJQQKAA2B,344488899TJK
12,1,3,0,0,0,,,344488899TJK,35A222S,35556789TJQQKAA2B
12,2,3,3,0,0,44,44,35556789TJQQKAA2B,3488899TJK,35A222S
12,3,3,3,0,0,55,55,35A222S,356789TJQQKAA2B,3488899TJK
12,1,4,3,0,0,22,22,3488899TJK,35A2S,356789TJQQKAA2B
12,2,4,0,0,0,,,356789TJQQKAA2B,3488899TJK,35A2S
12,3,4,0,0,0,,,35A2S,356789TJQQKAA2B,3488899TJK
12,1,5,1,0,0,3,3,3488899TJK,5A2S,356789TJQQKAA2B
12,2,5,1,0,0,4,4,356789TJQQKAA2B,388899TJK,5A2S
12,3,5,1,0,0,2,2,5A2S,356789TJQQKAAB,388899TJK
12,1,6,1,0,0,S,S,388899TJK,5A2,356789TJQQKAAB
12,2,6,0,0,0,,,356789TJQQKAAB,388899TJK,5A2
12,3,6,1,0,0,B,B,5A2,356789TJQQKAA,388899TJK
12,1,7,0,0,0,,,388899TJK,5A2,356789TJQQKAA
12,2,7,0,0,0,,,356789TJQQKAA,388899TJK,5A2
12,3,7,1,0,0,A,A,5A2,356789TJQQKA,388899TJK
12,1,8,1,0,0,2,2,388899TJK,5A,356789TJQQKA
12,2,8,0,0,0,,,356789TJQQKA,388899TJK,5A
12,3,8,0,0,0,,,5A,356789TJQQKA,388899TJK
12,1,9,1,0,0,5,5,388899TJK,A,356789TJQQKA
12,2,9,1,0,0,8,8,356789TJQQKA,38899TJK,A
12,3,9,1,0,0,A,A,A,356789TJQQK,38899TJK
12,1,10,0,0,0,,,38899TJK,A,356789TJQQK
12,2,10,0,0,0,,,356789TJQQK,38899TJK,A
12,3,10,2,0,0,56789T,56789T,A,3JQQK,38899TJK
12,1,11,0,0,0,,,38899TJK,A,3JQQK
12,2,11,0,0,0,,,3JQQK,38899TJK,A
12,3,11,3,0,0,QQ,QQ,A,3JK,38899TJK
12,1,12,0,0,0,,,38899TJK,A,3JK
13,1,1,12,1,2,34777888,777888,334558999TTJJAAAB,566QQKKA222S,34456679TTJJQQKK2
13,2,1,0,0,0,,,34456679TTJJQQKK2,334558999TTJJAAAB,566QQKKA222S
13,3,1,0,0,0,,,566QQKKA222S,34456679TTJJQQKK2,334558999TTJJAAAB
13,1,2,3,0,0,66,66,334558999TTJJAAAB,5QQKKA222S,34456679TTJJQQKK2
13,2,2,3,0,0,99,99,34456679TTJJQQKK2,3345589TTJJAAAB,5QQKKA222S
13,3,2,3,0,0,KK,KK,5QQKKA222S,34456679TTJJQQ2,3345589TTJJAAAB
13,1,3,3,0,0,22,22,3345589TTJJAAAB,5QQKKA2S,34456679TTJJQQ2
13,2,3,0,0,0,,,34456679TTJJQQ2,3345589TTJJAAAB,5QQKKA2S
13,3,3,0,0,0,,,5QQKKA2S,34456679TTJJQQ2,3345589TTJJAAAB
13,1,4,1,0,0,5,5,3345589TTJJAAAB,QQKKA2S,34456679TTJJQQ2
13,2,4,1,0,0,8,8,34456679TTJJQQ2,334559TTJJAAAB,QQKKA2S
13,3,4,1,0,0,2,2,QQKKA2S,34456679TTJJQQ,334559TTJJAAAB
13,1,5,1,0,0,S,S,334559TTJJAAAB,QQKKA2,34456679TTJJQQ
13,2,5,1,0,0,B,B,34456679TTJJQQ,334559TTJJAAA,QQKKA2
13,3,5,0,0,0,,,QQKKA2,34456679TTJJQQ,334559TTJJAAA
13,1,6,0,0,0,,,334559TTJJAAA,QQKKA2,34456679TTJJQQ
13,2,6,3,0,0,33,33,34456679TTJJQQ,4559TTJJAAA,QQKKA2
13,3,6,3,0,0,44,44,QQKKA2,356679TTJJQQ,4559TTJJAAA
13,1,7,3,0,0,QQ,QQ,4559TTJJAAA,KKA2,356679TTJJQQ
13,2,7,3,0,0,AA,AA,356679TTJJQQ,4559TTJJA,KKA2
13,3,7,0,0,0,,,KKA2,356679TTJJQQ,4559TTJJA
13,1,8,0,0,0,,,4559TTJJA,KKA2,356679TTJJQQ
13,2,8,1,0,0,4,4,356679TTJJQQ,559TTJJA,KKA2
13,3,8,1,0,0,5,5,KKA2,36679TTJJQQ,559TTJJA
13,1,9,1,0,0,K,K,559TTJJA,KA2,36679TTJJQQ
13,2,9,1,0,0,A,A,36679TTJJQQ,559TTJJ,KA2
13,3,9,0,0,0,,,KA2,36679TTJJQQ,559TTJJ
13,1,10,1,0,0,2,2,559TTJJ,KA,36679TTJJQQ
13,2,10,0,0,0,,,36679TTJJQQ,559TTJJ,KA
13,3,10,0,0,0,,,KA,36679TTJJQQ,559TTJJ
13,1,11,1,0,0,K,K,559TTJJ,A,36679TTJJQQ
14,1,1,9,2,1,55566,555,344477889TJKAAA22,47899JJJQKKA22B,333566789TTTQQQKS
14,2,1,9,2,1,44AAA,AAA,333566789TTTQQQKS,3477889TJK22,47899JJJQKKA22B
14,3,1,0,0,0,,,47899JJJQKKA22B,333566789TTTQQQKS,3477889TJK22
14,1,2,0,0,0,,,3477889TJK22,47899JJJQKKA22B,333566789TTTQQQKS
14,2,2,1,0,0,3,3,333566789TTTQQQKS,477889TJK22,47899JJJQKKA22B
14,3,2,1,0,0,S,S,47899JJJQKKA22B,333566789TTTQQQK,477889TJK22
14,1,3,1,0,0,B,B,477889TJK22,47899JJJQKKA22,333566789TTTQQQK
14,2,3,0,0,0,,,333566789TTTQQQK,477889TJK22,47899JJJQKKA22
14,3,3,0,0,0,,,47899JJJQKKA22,333566789TTTQQQK,477889TJK22
14,1,4,3,0,0,99,99,477889TJK22,478JJJQKKA22,333566789TTTQQQK
14,2,4,3,0,0,22,22,333566789TTTQQQK,477889TJK,478JJJQKKA22
14,3,4,0,0,0,,,478JJJQKKA22,333566789TTTQQQK,477889TJK
14,1,5,0,0,0,,,477889TJK,478JJJQKKA22,333566789TTTQQQK
14,2,5,1,0,0,4,4,333566789TTTQQQK,77889TJK,478JJJQKKA22
14,3,5,1,0,0,K,K,478JJJQKKA22,333566789TTTQQQ,77889TJK
14,1,6,1,0,0,A,A,77889TJK,478JJJQKK22,333566789TTTQQQ
14,2,6,0,0,0,,,333566789TTTQQQ,77889TJK,478JJJQKK22
14,3,6,0,0,0,,,478JJJQKK22,333566789TTTQQQ,77889TJK
14,1,7,8,1,1,4JJJ,JJJ,77889TJK,78QKK22,333566789TTTQQQ
14,2,7,0,0,0,,,333566789TTTQQQ,77889TJK,78QKK22
14,3,7,9,2,1,33QQQ,QQQ,78QKK22,3566789TTT,77889TJK
14,1,8,0,0,0,,,77889TJK,78QKK22,3566789TTT
14,2,8,0,0,0,,,3566789TTT,77889TJK,78QKK22
14,3,8,3,0,0,66,66,78QKK22,35789TTT,77889TJK
14,1,9,3,0,0,KK,KK,77889TJK,78Q22,35789TTT
14,2,9,0,0,0,,,35789TTT,77889TJK,78Q22
14,3,9,0,0,0,,,78Q22,35789TTT,77889TJK
14,1,10,1,0,0,7,7,77889TJK,8Q22,35789TTT
14,2,10,1,0,0,K,K,35789TTT,77889TJ,8Q22
14,3,10,0,0,0,,,8Q22,35789TTT,77889TJ
14,1,11,1,0,0,2,2,77889TJ,8Q2,35789TTT
14,2,11,0,0,0,,,35789TTT,77889TJ,8Q2
14,3,11,0,0,0,,,8Q2,35789TTT,77889TJ
14,1,12,1,0,0,8,8,77889TJ,Q2,35789TTT
14,2,12,1,0,0,T,T,35789TTT,77889J,Q2
14,3,12,0,0,0,,,Q2,35789TTT,77889J
14,1,13,1,0,0,Q,Q,77889J,2,35789TTT
15,1,1,2,0,0,34567,34567,33355679TTJQKKK22,444888JJQQKAA2B,566778999TTJQAA2S
15,2,1,2,0,0,9TJQK,9TJQK,566778999TTJQAA2S,3335567TKK22,444888JJQQKAA2B
15,3,1,0,0,0,,,444888JJQQKAA2B,566778999TTJQAA2S,3335567TKK22
15,1,2,0,0,0,,,3335567TKK22,444888JJQQKAA2B,566778999TTJQAA2S
15,2,2,9,2,1,33355,333,566778999TTJQAA2S,67TKK22,444888JJQQKAA2B
15,3,2,9,2,1,66999,999,444888JJQQKAA2B,5778TTJQAA2S,67TKK22
15,1,3,0,0,0,,,67TKK22,444888JJQQKAA2B,5778TTJQAA2S
15,2,3,0,0,0,,,5778TTJQAA2S,67TKK22,444888JJQQKAA2B
15,3,3,1,0,0,2,2,444888JJQQKAA2B,5778TTJQAAS,67TKK22
15,1,4,1,0,0,B,B,67TKK22,444888JJQQKAA2,5778TTJQAAS
15,2,4,0,0,0,,,5778TTJQAAS,67TKK22,444888JJQQKAA2
15,3,4,0,0,0,,,444888JJQQKAA2,5778TTJQAAS,67TKK22
15,1,5,9,2,1,44488,444,67TKK22,8JJQQKAA2,5778TTJQAAS
15,2,5,0,0,0,,,5778TTJQAAS,67TKK22,8JJQQKAA2
15,3,5,0,0,0,,,8JJQQKAA2,5778TTJQAAS,67TKK22
15,1,6,3,0,0,JJ,JJ,67TKK22,8QQKAA2,5778TTJQAAS
15,2,6,3,0,0,KK,KK,5778TTJQAAS,67T22,8QQKAA2
15,3,6,3,0,0,AA,AA,8QQKAA2,5778TTJQS,67T22
15,1,7,0,0,0,,,67T22,8QQKAA2,5778TTJQS
15,2,7,3,0,0,22,22,5778TTJQS,67T,8QQKAA2
15,3,7,0,0,0,,,8QQKAA2,5778TTJQS,67T
15,1,8,0,0,0,,,67T,8QQKAA2,5778TTJQS
15,2,8,1,0,0,6,6,5778TTJQS,7T,8QQKAA2
15,3,8,1,0,0,8,8,8QQKAA2,577TTJQS,7T
15,1,9,1,0,0,Q,Q,7T,8QKAA2,577TTJQS
15,2,9,0,0,0,,,577TTJQS,7T,8QKAA2
15,3,9,1,0,0,S,S,8QKAA2,577TTJQ,7T
15,1,10,0,0,0,,,7T,8QKAA2,577TTJQ
15,2,10,0,0,0,,,577TTJQ,7T,8QKAA2
15,3,10,3,0,0,77,77,8QKAA2,5TTJQ,7T
15,1,11,3,0,0,AA,AA,7T,8QK2,5TTJQ
15,2,11,0,0,0,,,5TTJQ,7T,8QK2
15,3,11,0,0,0,,,8QK2,5TTJQ,7T
15,1,12,1,0,0,8,8,7T,QK2,5TTJQ
15,2,12,1,0,0,T,T,5TTJQ,7,QK2
15,3,12,1,0,0,Q,Q,QK2,5TTJ,7
15,1,13,1,0,0,K,K,7,Q2,5TTJ
15,2,13,0,0,0,,,5TTJ,7,Q2
15,3,13,0,0,0,,,Q2,5TTJ,7
15,1,14,1,0,0,Q,Q,7,2,5TTJ
16,1,1,2,0,0,3456789TJ,3456789TJ,4466677889TJAA222,355799JKKSB,33458TTJQQQQKKAA2
16,2,1,0,0,0,,,33458TTJQQQQKKAA2,4466677889TJAA222,355799JKKSB
16,3,1,7,0,0,Q,Q,355799JKKSB,33458TTJQQQKKAA2,4466677889TJAA222
16,1,2,7,0,0,SB,SB,4466677889TJAA222,355799JKK,33458TTJQQQKKAA2
16,2,2,0,0,0,,,33458TTJQQQKKAA2,4466677889TJAA222,355799JKK
16,3,2,0,0,0,,,355799JKK,33458TTJQQQKKAA2,4466677889TJAA222
16,1,3,3,0,0,55,55,4466677889TJAA222,3799JKK,33458TTJQQQKKAA2
16,2,3,3,0,0,66,66,33458TTJQQQKKAA2,44677889TJAA222,3799JKK
16,3,3,3,0,0,TT,TT,3799JKK,33458JQQQKKAA2,44677889TJAA222
16,1,4,3,0,0,KK,KK,44677889TJAA222,3799J,33458JQQQKKAA2
16,2,4,3,0,0,AA,AA,33458JQQQKKAA2,44677889TJ222,3799J
16,3,4,0,0,0,,,3799J,33458JQQQKKAA2,44677889TJ222
16,1,5,0,0,0,,,44677889TJ222,3799J,33458JQQQKKAA2
16,2,5,1,0,0,4,4,33458JQQQKKAA2,4677889TJ222,3799J
16,3,5,1,0,0,8,8,3799J,3345JQQQKKAA2,4677889TJ222
16,1,6,1,0,0,9,9,4677889TJ222,379J,3345JQQQKKAA2
16,2,6,1,0,0,T,T,3345JQQQKKAA2,4677889J222,379J
16,3,6,1,0,0,2,2,379J,3345JQQQKKAA,4677889J222
16,1,7,0,0,0,,,4677889J222,379J,3345JQQQKKAA
16,2,7,0,0,0,,,3345JQQQKKAA,4677889J222,379J
16,3,7,3,0,0,33,33,379J,45JQQQKKAA,4677889J222
16,1,8,0,0,0,,,4677889J222,379J,45JQQQKKAA
16,2,8,3,0,0,77,77,45JQQQKKAA,46889J222,379J
16,3,8,3,0,0,QQ,QQ,379J,45JQKKAA,46889J222
16,1,9,0,0,0,,,46889J222,379J,45JQKKAA
16,2,9,3,0,0,22,22,45JQKKAA,46889J2,379J
16,3,9,0,0,0,,,379J,45JQKKAA,46889J2
16,1,10,0,0,0,,,46889J2,379J,45JQKKAA
16,2,10,1,0,0,4,4,45JQKKAA,6889J2,379J
16,3,10,1,0,0,5,5,379J,4JQKKAA,6889J2
16,1,11,1,0,0,7,7,6889J2,39J,4JQKKAA
16,2,11,1,0,0,8,8,4JQKKAA,689J2,39J
16,3,11,1,0,0,J,J,39J,4QKKAA,689J2
16,1,12,0,0,0,,,689J2,39J,4QKKAA
16,2,12,1,0,0,2,2,4QKKAA,689J,39J
16,3,12,0,0,0,,,39J,4QKKAA,689J
16,1,13,0,0,0,,,689J,39J,4QKKAA
16,2,13,1,0,0,6,6,4QKKAA,89J,39J
16,3,13,1,0,0,Q,Q,39J,4KKAA,89J
16,1,14,0,0,0,,,89J,39J,4KKAA
16,2,14,0,0,0,,,4KKAA,89J,39J
16,3,14,1,0,0,4,4,39J,KKAA,89J
16,1,15,1,0,0,9,9,89J,3J,KKAA
16,2,15,1,0,0,J,J,KKAA,89,3J
16,3,15,1,0,0,K,K,3J,KAA,89
16,1,16,0,0,0,,,89,3J,KAA
16,2,16,0,0,0,,,KAA,89,3J
16,3,16,1,0,0,K,K,3J,AA,89
17,1,1,2,0,0,456789TJ,456789TJ,334556899JQQKAAA2,678JKKA222SB,3344567789TTTJQQK
17,2,1,0,0,0,,,3344567789TTTJQQK,334556899JQQKAAA2,678JKKA222SB
17,3,1,2,0,0,56789TJQ,56789TJQ,678JKKA222SB,33447TTQK,334556899JQQKAAA2
17,1,2,7,0,0,SB,SB,334556899JQQKAAA2,678JKKA222,33447TTQK
17,2,2,0,0,0,,,33447TTQK,334556899JQQKAAA2,678JKKA222
17,3,2,0,0,0,,,678JKKA222,33447TTQK,334556899JQQKAAA2
17,1,3,1,0,0,6,6,334556899JQQKAAA2,78JKKA222,33447TTQK
17,2,3,1,0,0,A,A,33447TTQK,334556899JQQKAA2,78JKKA222
17,3,3,0,0,0,,,78JKKA222,33447TTQK,334556899JQQKAA2
17,1,4,1,0,0,2,2,334556899JQQKAA2,78JKKA22,33447TTQK
17,2,4,0,0,0,,,33447TTQK,334556899JQQKAA2,78JKKA22
17,3,4,0,0,0,,,78JKKA22,33447TTQK,334556899JQQKAA2
17,1,5,1,0,0,7,7,334556899JQQKAA2,8JKKA22,33447TTQK
17,2,5,1,0,0,A,A,33447TTQK,334556899JQQKA2,8JKKA22
17,3,5,0,0,0,,,8JKKA22,33447TTQK,334556899JQQKA2
17,1,6,1,0,0,2,2,334556899JQQKA2,8JKKA2,33447TTQK
17,2,6,0,0,0,,,33447TTQK,334556899JQQKA2,8JKKA2
17,3,6,0,0,0,,,8JKKA2,33447TTQK,334556899JQQKA2
17,1,7,1,0,0,8,8,334556899JQQKA2,JKKA2,33447TTQK
17,2,7,1,0,0,A,A,33447TTQK,334556899JQQK2,JKKA2
17,3,7,0,0,0,,,JKKA2,33447TTQK,334556899JQQK2
17,1,8,1,0,0,2,2,334556899JQQK2,JKKA,33447TTQK
17,2,8,0,0,0,,,33447TTQK,334556899JQQK2,JKKA
17,3,8,0,0,0,,,JKKA,33447TTQK,334556899JQQK2
17,1,9,1,0,0,J,J,334556899JQQK2,KKA,33447TTQK
17,2,9,1,0,0,K,K,33447TTQK,334556899JQQ2,KKA
17,3,9,0,0,0,,,KKA,33447TTQK,334556899JQQ2
17,1,10,1,0,0,A,A,334556899JQQ2,KK,33447TTQK
17,2,10,1,0,0,2,2,33447TTQK,334556899JQQ,KK
17,3,10,0,0,0,,,KK,33447TTQK,334556899JQQ
17,1,11,0,0,0,,,334556899JQQ,KK,33447TTQK
17,2,11,1,0,0,3,3,33447TTQK,34556899JQQ,KK
17,3,11,1,0,0,4,4,KK,3347TTQK,34556899JQQ
17,1,12,1,0,0,K,K,34556899JQQ,K,3347TTQK
18,1,1,9,2,1,55JJJ,JJJ,334667779TTQQQKAS,345899TJQKKAA2B,34456678889TKA222
18,2,1,9,2,1,33QQQ,QQQ,34456678889TKA222,4667779TTKAS,345899TJQKKAA2B
18,3,1,9,2,1,44222,222,345899TJQKKAA2B,356678889TKA,4667779TTKAS
18,1,2,0,0,0,,,4667779TTKAS,345899TJQKKAA2B,356678889TKA
18,2,2,0,0,0,,,356678889TKA,4667779TTKAS,345899TJQKKAA2B
18,3,2,8,1,1,3888,888,345899TJQKKAA2B,56679TKA,4667779TTKAS
18,1,3,0,0,0,,,4667779TTKAS,345899TJQKKAA2B,56679TKA
18,2,3,0,0,0,,,56679TKA,4667779TTKAS,345899TJQKKAA2B
18,3,3,3,0,0,66,66,345899TJQKKAA2B,579TKA,4667779TTKAS
18,1,4,3,0,0,99,99,4667779TTKAS,3458TJQKKAA2B,579TKA
18,2,4,3,0,0,TT,TT,579TKA,4667779KAS,3458TJQKKAA2B
